sector,num_bedrooms,num_bathrooms,num_balconies,age_group,super_built_up_area,built_up_area,carpet_area,floor_number,servant_room,pooja_room,store_room,furnished,Centrally Air Conditioned,False Ceiling Lighting,Intercom Facility,Private Garden / Terrace,Separate entry for servant room,Spacious Interiors
sector 49,3,4.0,4.0,Moderately Old Flat,2251.42,1750.75,1641.4376976235021,2.0,1,1,0,1,0,1,1,1,1,1
sector 49,3,3.0,3.0,Moderately Old Flat,2015.58,1604.25,1485.822760402736,9.0,0,1,0,1,0,1,1,1,0,1
sector 102,2,2.0,3.0,Moderately New Flat,1368.0,1272.3799126637555,1200.0,0.0,0,0,0,0,0,0,1,0,0,0
sector 102,3,3.0,2.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,7.0,1,0,0,1,1,1,1,1,1,1
sector 90,3,3.0,4.0,Moderately Old Flat,2507.07,2180.4153930131006,1930.0,8.0,1,1,0,0,0,0,1,0,0,0
sector 106,1,1.0,1.0,Moderately New Flat,700.0,558.8018558951965,450.0,7.0,0,0,0,0,1,0,1,0,0,1
sector 71,3,4.0,2.0,Moderately New Flat,1743.0,1522.2707423580787,1344.6215219463143,7.0,1,0,0,1,1,1,1,1,1,1
sector 104,2,2.0,2.0,Moderately New Flat,1550.0,1353.7117903930132,1195.7334245649954,12.0,0,0,0,0,1,0,0,0,0,0
sector 111,4,6.0,4.0,Moderately New Flat,4500.0,3930.1310043668122,3471.484135833857,7.0,1,0,0,1,1,0,1,0,1,0
sector 111,4,5.0,4.0,Moderately New Flat,2950.0,2576.4192139737993,2275.7507112688622,14.0,1,0,0,0,0,0,1,0,0,0
sector 112,3,3.0,4.0,Moderately New Flat,2802.0,2225.56,2063.5018694121864,2.0,1,0,0,1,1,0,1,1,1,0
sector 104,3,3.0,4.0,Moderately New Flat,2450.0,2139.7379912663755,1890.0302517317668,14.0,1,0,0,1,1,0,1,1,0,0
sector 102,3,4.0,4.0,Moderately New Flat,1931.0,1686.46288209607,1489.652414732262,16.0,1,0,0,0,1,0,1,0,1,0
sector 108,4,5.0,4.0,Moderately New Flat,3208.8186666666666,2779.0,2465.0304230886923,8.0,1,0,0,0,0,0,1,0,1,0
sector 102,3,4.0,4.0,Moderately New Flat,2149.0,1876.8558951965067,1657.8265350904355,18.0,1,0,0,1,1,0,1,0,1,0
sector 82,2,2.0,2.0,Moderately New Flat,1428.08,1186.1157205240174,1000.0,14.0,0,0,0,1,0,0,1,1,0,1
sector 50,3,3.0,4.0,Moderately Old Flat,2605.0,2491.0,2350.0,3.0,1,0,0,0,1,1,1,1,1,1
sector 82,2,2.0,2.0,Moderately New Flat,1430.0,1248.9082969432316,1103.1605142760925,12.0,0,0,0,1,0,0,1,0,0,1
sector 79,3,3.0,2.0,Moderately New Flat,1505.0,1314.410480349345,1161.0185832066568,7.0,0,0,0,0,0,1,1,0,0,0
sector 79,3,3.0,2.0,Moderately New Flat,1983.0,1731.877729257642,1529.7673425241198,7.0,0,0,0,0,0,0,1,0,0,0
sector 104,4,4.0,4.0,Moderately New Flat,3150.0,2866.1708515283844,2650.0,14.0,1,0,0,1,0,0,1,0,0,0
sector 104,3,4.0,4.0,Moderately New Flat,2290.0,2012.5,1800.0,12.0,1,1,0,1,0,0,1,0,0,0
sector 107,3,3.0,3.0,Moderately New Flat,1943.0,1524.596615720524,1202.0,7.0,0,1,0,0,0,1,1,0,1,0
sector 102,3,3.0,3.0,Moderately New Flat,1852.0,1443.2336244541484,1128.0,10.0,1,1,0,0,0,0,1,0,0,0
sector 90,3,3.0,4.0,Moderately New Flat,1930.0,1929.0,1928.0,5.0,1,1,0,0,0,0,1,0,1,0
sector 79,3,3.0,4.0,Moderately New Flat,1490.0,1136.6043968340612,863.91,24.0,0,0,0,1,1,1,0,1,1,0
sector 79,3,4.0,4.0,Moderately New Flat,1815.0,1395.1995442139737,1071.33,11.0,1,0,0,1,1,1,1,0,1,1
sector 69,4,4.0,2.0,Moderately New Flat,2087.0,1822.707423580786,1609.9971981078356,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1755.4585152838429,1550.596247339123,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,2,3.0,1.0,Moderately New Flat,1753.65,1525.1610262008735,1350.0,0.0,0,0,0,0,1,1,1,1,1,1
sector 69,3,3.0,1.0,Moderately New Flat,1538.0,1343.231441048035,1186.476133536105,12.0,0,0,0,1,0,1,1,1,0,1
sector 69,3,4.0,2.0,Moderately New Flat,2403.15,2090.035480349345,1850.0,0.0,0,0,0,1,1,1,1,1,1,1
sector 69,3,3.0,1.0,Moderately New Flat,1578.0,1273.5204694323145,1039.0,12.0,0,1,0,0,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1307.8329694323145,1100.0,0.0,0,1,0,1,1,1,1,1,1,0
sector 81,4,5.0,2.0,Moderately New Flat,3185.0,2986.6421943231444,2837.0,6.0,1,0,0,1,0,1,1,0,0,0
sector 81,3,2.0,4.0,Moderately New Flat,1645.0,1299.9656113537117,1034.0,5.0,0,0,0,0,1,1,1,0,0,1
sector 84,3,3.0,4.0,Moderately New Flat,1725.0,1506.5502183406113,1330.7355854029786,10.0,0,0,0,0,0,0,0,0,0,0
sector 86,2,2.0,1.0,Moderately New Flat,780.6989999999998,678.9790938864629,601.0,3.0,0,0,0,0,0,0,1,0,0,0
sector 84,2,2.0,1.0,Moderately New Flat,583.0,526.2726528384278,483.0,5.0,0,0,0,0,0,0,1,0,0,0
sector 84,3,3.0,3.0,Moderately New Flat,1825.0,1593.886462882096,1407.8796773103977,16.0,0,1,0,0,0,0,1,0,1,0
sector 84,3,3.0,3.0,Moderately New Flat,2025.0,1768.5589519650655,1562.167861125236,18.0,1,1,0,0,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1608.0,1286.620906113537,1039.0,1.0,0,1,0,0,0,0,1,0,0,0
sector 69,3,3.0,1.0,Moderately New Flat,1997.862,1737.5538209606989,1538.0,12.0,0,0,0,0,1,1,1,1,1,1
sector 69,4,4.0,2.0,Moderately New Flat,2087.0,1822.707423580786,1609.9971981078356,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,3,3.0,2.0,Moderately New Flat,1608.0,1404.3668122270742,1240.4769978712984,2.0,0,1,0,1,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,0.0,0,1,0,1,1,1,1,1,1,1
sector 69,3,3.0,2.0,Moderately New Flat,1668.0,1456.7685589519651,1286.7634530157497,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,2,3.0,1.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,3,3.0,2.0,Moderately New Flat,1638.0,1430.5676855895197,1263.620225443524,0.0,0,0,0,0,0,1,1,1,0,1
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,0.0,0,1,0,0,1,1,1,1,0,1
sector 69,3,4.0,2.0,Moderately New Flat,1850.0,1615.7205240174674,1427.1657002872525,0.0,0,0,0,0,0,1,1,1,0,1
sector 84,2,2.0,2.0,Moderately New Flat,1200.0,1048.0349344978167,925.7291028890287,14.0,0,0,0,0,0,0,0,0,0,0
sector 84,3,3.0,3.0,Moderately New Flat,1825.0,1593.886462882096,1407.8796773103977,2.0,0,1,0,0,0,0,1,0,1,0
sector 84,2,2.0,4.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,8.0,0,0,0,0,0,0,1,0,0,0
sector 90,4,4.0,4.0,Moderately New Flat,2364.0,2362.0,2360.0,6.0,1,1,0,1,0,1,1,0,1,1
sector 92,3,3.0,2.0,Moderately New Flat,1840.683,1600.8542030567687,1417.0,3.0,0,0,0,0,0,0,0,0,0,0
sector 92,3,2.0,2.0,Moderately New Flat,1250.0,1091.703056768559,964.3011488427383,2.0,0,0,0,0,0,1,1,0,0,0
sector 82,2,2.0,4.0,Moderately New Flat,1134.0,990.3930131004367,874.8140022301321,2.0,0,0,0,0,0,1,1,0,1,0
sector 86,4,4.0,4.0,Moderately Old Flat,2364.0,2064.6288209606987,1823.6863326913863,21.0,1,1,0,0,0,0,1,0,1,0
sector 81,2,2.0,2.0,Moderately New Flat,1360.0,1150.0,894.0,13.0,0,0,0,1,1,1,1,1,1,1
sector 90,3,3.0,4.0,Moderately New Flat,1747.0,1525.764192139738,1347.707285622611,29.0,0,0,0,0,0,0,1,0,0,0
sector 81,3,4.0,4.0,Moderately New Flat,2100.0,1834.061135371179,1620.0259300558,7.0,1,0,0,1,0,0,1,1,0,0
sector 90,4,4.0,4.0,Moderately New Flat,2215.0,2214.0,2213.0,15.0,0,0,0,1,0,1,1,1,1,1
sector 84,3,3.0,3.0,Moderately New Flat,1825.0,1593.886462882096,1407.8796773103977,11.0,0,0,0,0,0,1,1,0,1,0
sector 84,2,2.0,4.0,Moderately New Flat,1200.0,1048.0349344978167,925.7291028890287,17.0,0,0,0,0,0,0,1,0,1,0
sector 84,4,4.0,4.0,Moderately New Flat,2095.0,1829.6943231441048,1616.1687254604292,11.0,1,1,0,0,0,1,1,0,1,0
sector 90,4,4.0,4.0,Moderately New Flat,2215.0,1934.4978165938865,1708.741635749332,12.0,0,0,0,0,0,0,1,0,0,0
sector 90,3,3.0,4.0,Moderately New Flat,1818.0,1817.0,1816.0,12.0,1,0,0,0,1,0,1,0,1,1
sector 90,3,3.0,3.0,Moderately New Flat,1720.0,1502.183406113537,1326.8783808076078,18.0,0,0,0,0,0,0,1,0,0,0
sector 81,3,3.0,2.0,Moderately New Flat,2132.0,2130.0,2129.0,4.0,1,0,0,1,0,0,1,0,1,0
sector 70,3,4.0,3.0,Moderately New Flat,2350.0,2052.401746724891,1812.8861598243477,8.0,1,0,0,0,1,1,1,1,1,1
sector 33,4,4.0,4.0,New Flat,2338.2,2033.5480349344978,1800.0,5.0,1,1,0,1,0,0,1,0,0,0
sector 33,3,3.0,4.0,New Flat,1688.7,1468.6735807860264,1300.0,7.0,0,0,0,1,0,0,0,0,0,0
sector 90,3,3.0,4.0,Moderately New Flat,1930.0,1685.5895196506551,1488.8809738131877,15.0,0,0,0,0,0,0,0,0,0,0
sector 90,4,4.0,4.0,Moderately Old Flat,2364.0,2064.6288209606987,1823.6863326913863,15.0,1,0,0,1,0,0,1,0,1,1
sector 79,3,3.0,4.0,Moderately New Flat,1935.51,1683.3258733624455,1490.0,16.0,0,0,0,1,0,0,1,0,0,0
sector 79,3,3.0,3.0,Moderately New Flat,1490.0,1301.3100436681223,1149.4469694205438,24.0,0,0,0,1,0,0,0,0,0,0
sector 69,3,3.0,3.0,Moderately New Flat,1812.0,1582.5327510917032,1397.8509453624333,16.0,0,0,0,0,0,0,1,0,0,0
sector 69,3,3.0,3.0,Moderately New Flat,1812.0,1582.5327510917032,1397.8509453624333,16.0,0,0,0,0,0,0,1,0,0,0
sector 70,3,5.0,3.0,Moderately New Flat,2533.05,2203.0103711790393,1950.0,6.0,1,0,0,0,1,1,1,1,1,1
sector 69,3,3.0,2.0,Moderately New Flat,1538.0,1343.231441048035,1186.476133536105,12.0,0,1,0,1,1,1,1,1,1,1
sector 69,4,4.0,2.0,Moderately New Flat,1623.75,1412.186135371179,1250.0,0.0,0,0,0,0,1,1,1,1,1,1
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1721.4792576419213,1500.0,6.0,0,0,1,0,1,1,1,1,1,1
sector 69,4,6.0,4.0,Moderately New Flat,3156.0,2784.415938864629,2500.0,14.0,1,1,0,0,1,1,1,1,1,1
sector 69,3,3.0,1.0,Moderately New Flat,1568.0,1359.71615720524,1200.0,12.0,0,1,0,0,1,1,1,1,1,1
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1364.0829694323145,1200.0,1.0,0,1,0,0,1,1,1,1,1,1
sector 69,4,5.0,4.0,Moderately New Flat,3156.0,2756.331877729258,2434.6675405981455,14.0,1,0,0,0,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,12.0,0,1,0,1,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,0.0,0,1,0,0,0,0,1,0,0,0
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1755.4585152838429,1550.596247339123,0.0,0,0,0,0,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,0.0,0,1,0,0,0,0,1,0,0,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,12.0,0,1,0,1,0,0,1,0,0,0
sector 69,3,3.0,1.0,Moderately New Flat,1538.0,1343.231441048035,1186.476133536105,12.0,0,0,0,0,0,1,1,1,0,1
sector 81,3,2.0,4.0,Moderately New Flat,1660.0,1333.5158296943232,1082.0,12.0,0,0,0,0,0,1,1,0,0,0
sector 69,3,3.0,1.0,Moderately New Flat,1568.0,1369.4323144104803,1209.6193611083308,12.0,0,0,0,0,0,1,1,1,0,1
sector 69,3,3.0,1.0,Moderately New Flat,1538.0,1343.231441048035,1186.476133536105,12.0,0,0,0,0,0,1,1,0,0,0
sector 69,3,3.0,1.0,Moderately New Flat,1568.0,1369.4323144104803,1209.6193611083308,12.0,0,1,0,0,0,0,1,0,0,0
sector 83,2,2.0,2.0,Moderately New Flat,1050.0,950.0,850.0,1.0,0,0,0,1,1,1,1,1,1,1
sector 83,2,2.0,2.0,Moderately New Flat,1050.0,990.0,950.0,1.0,0,0,0,1,1,1,1,1,1,1
sector 77,2,2.0,2.0,Moderately New Flat,1342.0,1180.0,1050.0,7.0,0,0,0,1,1,1,1,1,1,1
sector 81,2,2.0,2.0,Moderately New Flat,1360.0,1260.0,894.0,14.0,0,0,0,1,0,1,1,1,1,1
sector 84,3,3.0,3.0,Moderately New Flat,1918.0,1650.0,1550.0,8.0,0,0,0,1,0,1,1,1,1,1
sector 84,3,3.0,4.0,Moderately New Flat,1725.0,1525.0,1450.0,12.0,0,0,0,0,1,1,1,1,1,1
sector 79,3,3.0,4.0,Moderately New Flat,1620.0,1193.3729557860263,863.91,1.0,0,0,0,1,0,1,1,0,1,0
sector 84,2,2.0,4.0,Moderately New Flat,1200.0,1013.3924672489084,870.0,4.0,0,1,1,0,1,1,1,1,1,1
sector 86,3,3.0,3.0,Moderately Old Flat,1930.0,1685.5895196506551,1488.8809738131877,5.0,1,0,0,0,1,0,1,0,1,0
sector 90,3,3.0,4.0,Moderately New Flat,1930.0,1929.0,1928.0,6.0,1,1,0,0,0,0,1,0,1,1
sector 90,4,4.0,4.0,Moderately New Flat,2727.0,2726.0,2725.0,20.0,1,1,0,0,0,0,1,1,1,1
sector 90,3,3.0,4.0,Moderately New Flat,1930.0,1929.0,1928.0,10.0,1,1,0,1,0,0,1,0,1,1
sector 86,2,2.0,2.0,Moderately New Flat,780.6989999999998,678.9790938864629,601.0,6.0,0,0,0,1,0,0,1,0,0,0
sector 84,3,3.0,4.0,New Flat,1725.0,1506.5502183406113,1330.7355854029786,8.0,0,1,0,0,0,0,0,0,1,0
sector 84,3,3.0,4.0,New Flat,1725.0,1506.5502183406113,1330.7355854029786,8.0,0,0,0,0,0,0,0,0,0,0
sector 82,4,5.0,4.0,Moderately New Flat,2535.0,2213.9737991266375,1955.602729853073,20.0,1,0,0,0,0,0,1,0,0,0
sector 108,3,3.0,2.0,New Flat,1711.0,1494.3231441048035,1319.93541253594,11.0,0,0,0,0,0,0,1,0,0,0
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1755.4585152838429,1550.596247339123,7.0,0,0,0,0,0,0,1,1,1,0
sector 69,4,4.0,2.0,New Flat,2010.0,1755.4585152838429,1550.596247339123,10.0,0,0,0,0,0,1,1,0,1,0
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,9.0,0,1,0,0,0,0,1,1,0,0
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1755.4585152838429,1550.596247339123,7.0,0,0,0,0,0,0,1,0,0,1
sector 69,4,4.0,2.0,Moderately New Flat,2010.0,1755.4585152838429,1550.596247339123,1.0,0,0,0,0,0,1,1,0,0,1
sector 69,3,3.0,2.0,Moderately New Flat,1578.0,1378.165938864629,1217.3337702990727,1.0,0,0,0,0,0,0,1,0,0,0
sector 37,3,3.0,3.0,Moderately New Flat,1169.1,1016.7740174672489,900.0,5.0,0,0,1,0,0,0,1,0,0,0
sector 79,2,2.0,3.0,Moderately New Flat,1351.0,996.0813318777293,722.0000000000001,8.0,0,0,0,0,0,0,1,0,0,0
sector 86,2,3.0,3.0,Moderately New Flat,1104.15,960.2865720524019,850.0,5.0,0,0,0,1,0,0,1,0,0,0
sector 92,3,3.0,3.0,Moderately New Flat,2120.0,1741.389192139738,1450.0,10.0,1,0,0,1,0,0,1,0,0,0
sector 86,3,4.0,3.0,Moderately New Flat,2285.0,1995.6331877729258,1762.7425000845253,12.0,1,0,0,0,0,0,1,0,0,0
sector 92,3,3.0,2.0,Moderately New Flat,1920.0,1676.8558951965067,1481.166564622446,10.0,0,0,0,0,0,1,1,0,1,0
sector 81,3,4.0,4.0,Moderately New Flat,2100.0,1834.061135371179,1620.0259300558,17.0,1,0,0,1,0,0,1,0,0,0
sector 86,3,3.0,1.0,Moderately New Flat,1929.0,1684.7161572052403,1488.1095328941137,9.0,0,0,0,0,1,0,1,1,0,1
sector 86,3,4.0,3.0,Moderately New Flat,1895.0,1655.0218340611355,1461.8805416455912,8.0,1,0,0,0,0,1,1,1,0,0
sector 48,3,3.0,3.0,Moderately Old Flat,1650.0,1441.048034934498,1272.8775164724145,1.0,0,0,1,1,1,1,1,1,1,1
sector 106,3,4.0,4.0,Moderately New Flat,1760.0,1186.0,1130.0,8.0,1,0,0,1,1,1,1,1,1,1
sector 99,3,5.0,3.0,Moderately New Flat,1997.0,1744.10480349345,1540.5675153911586,5.0,1,0,0,0,0,0,1,0,1,0
sector 92,3,3.0,3.0,Moderately New Flat,1920.0,1676.8558951965067,1481.166564622446,3.0,0,0,0,0,0,0,1,0,0,0
sector 90,2,2.0,2.0,Old Flat,1300.0,1135.3711790393013,1002.8731947964477,12.0,0,0,0,0,0,1,1,0,1,0
sector 90,2,2.0,3.0,Old Flat,1300.0,1186.4355895196506,1100.0,6.0,0,0,0,0,0,1,1,0,1,0
sector 37,3,3.0,2.0,Moderately New Flat,1877.0,1639.301310043668,1447.9946051022557,15.0,0,0,0,0,0,0,0,1,0,0
sector 37,2,2.0,2.0,Moderately New Flat,1410.0,1231.4410480349345,1087.7316958946085,0.0,0,0,0,0,0,0,0,0,0,0
sector 37,3,3.0,3.0,Moderately New Flat,1811.0,1581.6593886462883,1397.0795044433592,9.0,0,0,0,0,0,0,0,0,0,0
sector 102,3,3.0,3.0,New Flat,1852.0,1596.2336244541484,1400.0,6.0,0,1,0,1,1,1,1,1,1,1
sector 81,4,4.0,4.0,Moderately New Flat,4200.0,3465.3111353711793,2900.0,25.0,1,0,0,1,0,0,1,0,1,0
sector 92,3,4.0,3.0,Moderately New Flat,1995.0,1742.3580786026203,1539.02463355301,8.0,1,0,0,0,0,0,1,0,0,0
sector 85,3,4.0,3.0,Moderately New Flat,2408.0,2203.528384279476,2048.0,8.0,1,0,0,0,1,1,1,1,1,1
sector 67,3,4.0,4.0,Moderately Old Flat,1935.0,1744.9781659388645,1600.0,14.0,1,0,0,1,0,0,1,0,1,0
sector 86,3,4.0,3.0,Moderately New Flat,1480.0,1292.5764192139738,1141.732560229802,0.0,0,0,0,0,0,0,1,0,0,0
sector 58,2,2.0,1.0,Moderately New Flat,1632.0,1432.0,1232.0,5.0,0,0,0,1,0,1,1,0,1,0
sector 106,4,6.0,4.0,Moderately New Flat,2355.0,1535.0,1403.0,10.0,1,0,0,0,1,1,1,1,1,1
sector 106,3,3.0,3.0,Moderately New Flat,1665.0,1145.0,1034.0,12.0,0,0,0,0,1,1,1,1,1,0
sector 88,2,2.0,2.0,Moderately New Flat,1350.0,1300.0,1250.0,3.0,0,1,0,0,1,1,1,1,1,1
sector 106,3,4.0,3.0,Moderately New Flat,1900.0,1305.0,1173.0,14.0,1,0,0,0,1,1,1,1,1,1
sector 106,3,4.0,4.0,Moderately New Flat,1760.0,1186.0,1130.0,7.0,1,0,0,0,1,1,1,1,1,1
sector 49,3,3.0,1.0,Moderately Old Flat,1748.87,1471.12,1324.2428501369309,7.0,0,1,1,0,0,1,1,1,1,1
sector 49,3,3.0,3.0,Moderately Old Flat,2546.04,2214.307860262009,1960.0,3.0,0,1,0,0,0,1,1,1,1,1
sector 66,3,3.0,2.0,Moderately New Flat,2201.0,2200.0,1800.0,4.0,0,0,0,0,0,1,1,0,1,0
sector 66,2,2.0,2.0,Moderately New Flat,1200.0,1188.0,998.0,5.0,0,1,0,1,0,1,1,0,1,0
sector 48,3,3.0,4.0,Moderately Old Flat,2430.0,2122.2707423580787,1874.601433350283,6.0,1,0,0,1,0,0,0,0,1,1
sector 108,3,4.0,4.0,Moderately New Flat,2003.0,1500.29,1140.98,14.0,1,0,0,0,0,0,1,0,1,0
sector 108,3,3.0,4.0,Moderately New Flat,2338.0,2041.9213973799128,1803.6288687954575,14.0,1,0,0,0,0,0,1,0,0,0
sector 104,3,4.0,4.0,Moderately New Flat,1844.0,1610.4803493449783,1422.5370547728076,12.0,1,0,0,0,0,0,1,0,0,0
sector 104,3,3.0,3.0,Moderately New Flat,1647.0,1438.4279475982532,1270.5631937151916,12.0,0,0,0,0,0,0,1,0,0,0
sector 104,2,2.0,4.0,Moderately New Flat,1446.0,1269.0,777.0,10.0,0,0,0,0,0,0,1,0,0,0
sector 104,2,2.0,3.0,Moderately New Flat,1269.0,1108.296943231441,978.9585263051478,6.0,0,0,0,0,0,0,1,0,0,0
sector 107,2,2.0,1.0,Moderately New Flat,602.0,537.944596069869,489.0,5.0,0,0,0,0,0,0,1,0,0,0
sector 109,3,3.0,3.0,Moderately New Flat,1745.0,1550.0,1357.6636548836555,22.0,0,0,0,0,0,0,1,0,0,0
sector 109,3,3.0,4.0,Moderately New Flat,1750.0,1528.3842794759826,1350.0216083798334,12.0,0,0,0,0,0,0,1,0,0,0
sector 67,3,3.0,2.0,New Flat,1727.0,1326.2109716157206,1017.0,10.0,1,0,0,1,0,0,1,0,0,0
sector 90,3,4.0,3.0,Moderately New Flat,1950.0,1703.056768558952,1504.3097921946714,4.0,1,0,0,0,1,1,1,1,1,0
sector 90,4,4.0,3.0,Moderately New Flat,3344.925,2909.103438864629,2575.0,10.0,0,1,0,0,1,1,1,1,1,1
sector 90,2,2.0,3.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,6.0,0,0,0,0,1,1,1,1,1,1
sector 90,3,4.0,3.0,Moderately New Flat,1950.0,1703.056768558952,1504.3097921946714,4.0,1,0,0,0,1,1,1,1,1,0
sector 90,2,2.0,3.0,Moderately New Flat,1350.0,1179.0393013100438,1041.4452407501572,6.0,0,0,0,0,1,1,1,1,1,0
sector 90,2,2.0,3.0,Moderately New Flat,1300.0,1107.6855895196506,960.0,4.0,0,0,0,0,0,0,1,0,0,0
manesar,3,3.0,4.0,Moderately Old Flat,2588.0,1900.0,1837.0457009701508,8.0,1,0,0,0,0,0,0,0,0,0
manesar,3,3.0,2.0,Moderately Old Flat,2987.7,2598.422489082969,2300.0,2.0,0,0,0,0,0,0,1,0,0,0
sector 1,3,3.0,4.0,Moderately New Flat,2300.0,2008.7336244541486,1774.3141138706383,4.0,1,0,0,0,0,0,0,0,0,0
sector 65,4,4.0,0.0,Moderately New Flat,2565.525,2231.254093886463,1975.0,0.0,0,0,1,0,0,0,1,0,0,0
sector 65,4,4.0,3.0,Moderately New Flat,2565.525,2231.254093886463,1975.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 65,3,3.0,3.0,Moderately New Flat,2143.35,1864.0856986899562,1650.0,2.0,1,0,0,0,0,0,1,0,0,0
sector 65,3,3.0,3.0,Moderately New Flat,1650.0,1451.774017467249,1300.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 65,4,4.0,3.0,Moderately New Flat,1975.0,1800.0,1556.8373477607904,2.0,1,0,0,0,0,0,1,0,0,0
sector 65,3,3.0,3.0,Moderately New Flat,1650.0,1441.048034934498,1272.8775164724145,3.0,1,0,0,0,0,0,1,0,0,0
sector 50,3,3.0,3.0,Moderately Old Flat,2605.0,2400.0,2200.0,3.0,1,0,0,0,0,0,1,0,0,0
sector 33,3,4.0,2.0,Moderately Old Flat,1545.0,1349.344978165939,1191.8762199696243,8.0,1,0,0,0,0,0,1,0,0,0
sector 50,3,3.0,3.0,Moderately Old Flat,2093.0,1827.9475982532751,1614.6258436222806,11.0,0,1,1,1,0,1,1,0,0,0
sector 67,4,4.0,4.0,Moderately New Flat,3154.0,2754.5851528384283,2433.124658759997,15.0,1,0,0,1,1,1,1,0,1,1
sector 50,3,3.0,3.0,Moderately New Flat,2093.0,1827.9475982532751,1614.6258436222806,11.0,0,1,0,1,0,1,0,1,0,1
sector 85,2,2.0,3.0,Moderately New Flat,1640.0,1432.3144104803494,1265.1631072816726,4.0,0,0,0,0,0,1,1,0,0,0
sector 85,4,5.0,4.0,Moderately New Flat,2812.0,2455.8951965065503,2169.2918644366237,1.0,0,0,0,0,0,0,1,0,0,0
sector 66,3,4.0,3.0,Moderately New Flat,1950.0,1920.0,1700.0,8.0,1,0,0,1,0,1,1,0,1,0
sector 66,2,2.0,3.0,Moderately New Flat,1188.0,1070.0272925764193,980.0,3.0,0,0,0,1,0,1,1,0,0,0
sector 82,3,3.0,3.0,Moderately Old Flat,1430.0,1218.4541484716158,1056.0,5.0,0,0,0,1,0,0,1,0,0,1
sector 79,3,3.0,3.0,Moderately New Flat,1490.0,1249.1043968340612,1063.91,16.0,0,0,0,1,0,0,0,1,0,0
sector 79,3,3.0,3.0,Moderately New Flat,1490.0,1305.3543968340612,1163.91,9.0,0,0,0,1,0,0,1,0,0,0
sector 81,3,2.0,4.0,Moderately New Flat,1660.0,1446.0158296943232,1282.0,6.0,0,0,0,1,0,0,1,0,0,1
sector 81,2,2.0,3.0,Moderately New Flat,1360.0,1209.261462882096,1094.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 81,2,2.0,3.0,Moderately New Flat,1360.0,1300.0,1094.0,8.0,0,0,0,1,0,0,1,0,0,0
sector 103,4,6.0,4.0,Moderately New Flat,2875.0,2456.0,2100.0,15.0,1,0,0,0,1,1,1,0,1,1
sector 108,3,3.0,2.0,Moderately New Flat,1833.0,1500.0,1350.0,2.0,1,0,0,0,0,0,1,0,0,0
sector 102,2,2.0,3.0,Moderately New Flat,1215.0,1009.0,734.8,0.0,0,0,1,0,0,1,1,0,0,1
sector 82,3,3.0,4.0,Moderately New Flat,1799.0,1650.714519650655,1538.0,2.0,0,0,0,1,0,0,1,0,0,0
sector 102,3,3.0,4.0,Moderately New Flat,1852.0,1456.0,1128.09,1.0,0,0,1,0,0,1,1,0,0,1
sector 62,4,6.0,3.0,Moderately New Flat,4739.0,3880.1198144104806,3219.0,12.0,1,1,0,1,0,1,1,1,1,1
sector 62,4,6.0,3.0,Moderately New Flat,4613.0,3816.097980349345,3203.0,5.0,1,1,0,1,1,0,1,1,1,1
sector 33,3,3.0,3.0,Old Flat,1789.0,1562.4454148471616,1380.1078042237268,3.0,0,0,0,0,0,0,0,0,0,0
sector 109,3,4.0,4.0,Moderately New Flat,2585.0,2100.0,1924.4062103141991,11.0,1,0,0,1,0,1,1,1,1,1
sector 106,3,4.0,3.0,Moderately New Flat,1900.0,1305.0,1173.0,8.0,1,0,0,0,0,0,1,0,0,0
